iter	Logloss
199	0.1820299867
200	0.1819781629
201	0.1816901626
202	0.1815080669
203	0.1814709697
204	0.1814149855
205	0.1813170418
206	0.1812399165
207	0.1811611386
208	0.1811197904
209	0.1809363236
210	0.1808343744
211	0.1807811364
212	0.1805595456
213	0.1804737405
214	0.1804427346
215	0.1804203666
216	0.1802378655
217	0.1800316807
218	0.1798771957
219	0.179841777
220	0.1798079967
221	0.1797610513
222	0.1797077899
223	0.1796235386
224	0.1794316761
225	0.179357753
226	0.1792547161
227	0.1790920896
228	0.1790630725
229	0.1790022543
230	0.1788256511
231	0.1786750473
232	0.1786038107
233	0.1785665978
234	0.1784451858
235	0.1783942567
236	0.1783417075
237	0.1782869612
238	0.1782186914
239	0.1781532507
240	0.1781171015
241	0.1779839307
242	0.1778561065
243	0.1778265649
244	0.1776869993
245	0.1775999027
246	0.1775720217
247	0.1774116676
248	0.1773763904
249	0.1773021578
250	0.1771368792
251	0.1770684001
252	0.1769963507
253	0.176928025
254	0.1768519172
255	0.1767851449
256	0.1766536941
257	0.1765908088
258	0.1764777397
259	0.176355853
260	0.1763273627
261	0.1762953581
262	0.176221553
263	0.1761144041
264	0.1760914701
265	0.1759593259
266	0.1759056015
267	0.1758643862
268	0.175837676
269	0.1757956314
270	0.1756559361
271	0.175541549
272	0.17547392
273	0.1754502811
274	0.1753459789
275	0.1753147688
276	0.1752827356
277	0.1752104689
278	0.1751311216
279	0.1750620076
280	0.1749622678
281	0.1748402589
282	0.1746742526
283	0.174597953
284	0.1744565236
285	0.1744131731
286	0.174357886
287	0.1742474354
288	0.1742232541
289	0.1741437685
290	0.1740416336
291	0.174000523
292	0.1738974662
293	0.1737576361
294	0.1736533254
295	0.1735443228
296	0.1734612293
297	0.1733544933
298	0.1732953981
299	0.1732346867
300	0.1731308237
301	0.1730422159
302	0.1729516327
303	0.1728548675
304	0.1728124553
305	0.1727854716
306	0.1726350277
307	0.1726194965
308	0.1725378152
309	0.1724939392
310	0.1724817103
311	0.1724128763
312	0.1723893653
313	0.1723039873
314	0.1722475291
315	0.1722066039
316	0.1721559759
317	0.1721004631
318	0.1719093971
319	0.1718636062
320	0.1718086979
321	0.1717249029
322	0.1716162312
323	0.1715976699
324	0.1715464894
325	0.1715067631
326	0.1713433425
327	0.1712225738
328	0.171186184
329	0.1710475233
330	0.1709646938
331	0.1709071111
332	0.1708319278
333	0.1707703047
334	0.1707397064
335	0.1706393546
336	0.1706210151
337	0.1705546457
338	0.1705042085
339	0.1704545567
340	0.1703570454
341	0.1703034995
342	0.170265028
343	0.1701487468
344	0.1700808563
345	0.1699877094
346	0.1699301205
347	0.1699184088
348	0.1698786691
349	0.1698435392
350	0.1698056467
351	0.1697534317
352	0.1697366415
353	0.1696577541
354	0.1695593274
355	0.1695055272
356	0.1694214679
357	0.1693096821
358	0.1692808066
359	0.1691728384
360	0.1691198673
361	0.1690355361
362	0.1690106387
363	0.1689971028
364	0.1689440599
365	0.1688964081
366	0.1688642344
367	0.1687726537
368	0.1687169459
369	0.168664093
370	0.1685992356
371	0.1685595869
372	0.1684161799
373	0.1683407403
374	0.1682879238
375	0.1682030811
376	0.1681767236
377	0.1681518245
378	0.1680989891
379	0.168040169
380	0.1680065941
381	0.1679089988
382	0.1678304077
383	0.167796044
384	0.1677020759
385	0.167656187
386	0.1676182907
387	0.1675945181
388	0.1675648405
389	0.1675247876
390	0.1674882516
391	0.1674126257
392	0.1673352425
393	0.1673320102
394	0.1672691167
395	0.1672484026
396	0.1671938568
397	0.1671509463
398	0.1671455707
399	0.1669652403
400	0.1668655371
401	0.1667319657
402	0.1665371532
403	0.1664895482
404	0.1663886188
405	0.1663509321
406	0.1663007578
407	0.166273777
408	0.1661840214
409	0.1661440023
410	0.1660229773
411	0.1659182347
412	0.1658556358
413	0.1658057917
414	0.1657695304
415	0.1656763103
416	0.1656461334
417	0.1656104118
418	0.1655833787
419	0.1654878607
420	0.1654872534
421	0.1654787951
422	0.1654568929
423	0.1654049868
424	0.1653563585
425	0.1653147346
426	0.1652968509
427	0.1652072597
428	0.1651566059
429	0.1651085944
430	0.1650431027
431	0.1650322859
432	0.1649903345
433	0.1649236299
434	0.1649113129
435	0.16487445
436	0.1647900995
437	0.1646719736
438	0.1646545879
439	0.1645911479
440	0.16452198
441	0.1644594068
442	0.1643894912
443	0.1643553362
444	0.1643407852
445	0.1642743921
446	0.164233376
447	0.1642189628
448	0.1642077447
449	0.1641684805
450	0.1641470605
451	0.1640999193
452	0.1640836885
453	0.1640250817
454	0.163995471
455	0.1639746062
456	0.1639110845
457	0.1638696089
458	0.1637794661
459	0.1637297712
460	0.1636524476
461	0.1636102375
462	0.1635585866
463	0.1635371286
464	0.1634935076
465	0.1634596809
466	0.1634213024
467	0.1634024978
468	0.1633373462
469	0.1632588303
470	0.1632410512
471	0.1632031782
472	0.1631522839
473	0.1631367607
474	0.163099386
475	0.1630530685
476	0.1630470866
477	0.1629995654
478	0.1629452916
479	0.1628940347
480	0.1628253058
481	0.1627951835
482	0.1627603202
483	0.1627087211
484	0.162690185
485	0.1626846403
486	0.1626717052
487	0.162614594
488	0.1625766483
489	0.1625210646
490	0.1624882476
491	0.1624245632
492	0.1623777237
493	0.1623602008
494	0.1623343611
495	0.1623003379
496	0.1622442075
497	0.1622185638
498	0.162180956
499	0.1621511123
500	0.1621373439
501	0.1620982801
502	0.1620841294
503	0.1620425819
504	0.1619276116
505	0.1618776314
506	0.1618516719
507	0.1618327599
508	0.1618011106
509	0.1617178453
510	0.1616864129
511	0.1616720726
512	0.1616316904
513	0.1616053835
514	0.1615669715
515	0.1615385267
516	0.1614872776
517	0.1613538978
518	0.1613059554
519	0.1612686612
520	0.1612440519
521	0.1610676875
522	0.1610314511
523	0.1610050216
524	0.1609717862
525	0.1609327359
526	0.1608972836
527	0.1608739313
528	0.1607990129
529	0.1607576674
530	0.1606801399
531	0.1606501576
532	0.1606158546
533	0.1606032894
534	0.1605357372
535	0.1604835978
536	0.1604485584
537	0.1604304345
538	0.1604074691
539	0.1603570603
540	0.1603070348
541	0.1602760855
542	0.160243456
543	0.1602067992
544	0.1601472025
545	0.1601425432
546	0.1601165587
547	0.160084091
548	0.1600696259
549	0.1600175923
550	0.1600041944
551	0.1599924818
552	0.1599482965
553	0.1598899683
554	0.1598598674
555	0.1598210014
556	0.1597745644
557	0.1597274451
558	0.1597078177
559	0.1596771742
560	0.1596217853
561	0.1595937861
562	0.1595710902
563	0.1595345886
564	0.1595087293
565	0.1594683561
566	0.1594473746
567	0.1593773332
568	0.1593523391
569	0.1593387218
570	0.1593064
571	0.1592549547
572	0.1591918001
573	0.1590405027
574	0.1590074276
575	0.1589859693
576	0.1588985176
577	0.1588732107
578	0.1587262514
579	0.1586503382
580	0.1586462148
581	0.1585983221
582	0.1585658739
583	0.1585556667
584	0.158508717
585	0.1584268617
586	0.1583815827
587	0.1583171622
588	0.1582377247
589	0.1581951056
590	0.1581638532
591	0.1581245923
592	0.1580689297
593	0.1580278756
594	0.1579615298
595	0.1579335498
596	0.1578911183
597	0.1578190645
598	0.1577823317
599	0.157705249
600	0.1576833343
601	0.1576603944
602	0.1576111582
603	0.1575855234
604	0.1575432194
605	0.1575128684
606	0.1574488399
607	0.1573799165
608	0.1573177987
609	0.1572789045
610	0.1571965083
611	0.1571887235
612	0.157168293
613	0.1571251382
614	0.1571113143
615	0.157069774
616	0.157032426
617	0.1569681859
618	0.1569591611
619	0.1569407206
620	0.1569174836
621	0.15688515
622	0.1568753854
623	0.1568265624
624	0.1568227868
625	0.1567783499
626	0.1567331261
627	0.1566728697
628	0.1566301169
629	0.1566105201
630	0.1565458077
631	0.1565139683
632	0.1564683801
633	0.1564242794
634	0.1563937216
635	0.1563830543
636	0.1563783183
637	0.1563703349
638	0.1563209435
639	0.1562789698
640	0.156222898
641	0.1561931781
642	0.1561660379
643	0.1561562093
644	0.1561352995
645	0.1560771593
646	0.1560429276
647	0.156017658
648	0.1559733986
649	0.1559559642
650	0.1559165203
651	0.1558618465
652	0.1558242779
653	0.1557777123
654	0.1557739738
655	0.1557422992
656	0.155725316
657	0.1556858063
658	0.155662327
659	0.1556243974
660	0.155596065
661	0.1555228996
662	0.1554962225
663	0.1554812042
664	0.1554713709
665	0.1554394358
666	0.155376219
667	0.155328401
668	0.1552999881
669	0.1552752822
670	0.1552107077
671	0.1551996596
672	0.1551740099
673	0.1551437472
674	0.1551069966
675	0.1550521557
676	0.1550434442
677	0.155033468
678	0.1549805179
679	0.1549662862
680	0.1549302746
681	0.1549218618
682	0.1548283109
683	0.1548142225
684	0.1547905972
685	0.1547866828
686	0.1546803799
687	0.1546656323
688	0.1546135818
689	0.1545047244
690	0.1544861021
691	0.1544781784
692	0.1544466594
693	0.1544246313
694	0.1543986532
695	0.154330721
696	0.1542934954
697	0.1542374371
698	0.154181594
699	0.1541681295
700	0.1541298088
701	0.1540972271
702	0.1540641955
703	0.1540430655
704	0.154015621
705	0.1539937186
706	0.1539772386
707	0.1539633179
708	0.153918186
709	0.1538734925
710	0.1538535678
711	0.153820136
712	0.1537747054
713	0.1537607952
714	0.1537458878
715	0.1537243423
716	0.1536917977
717	0.1536662623
718	0.1536176964
719	0.1536027507
720	0.1535689646
721	0.1535567185
722	0.1535032066
723	0.1534925855
724	0.1534432234
725	0.1534133496
726	0.153392774
727	0.1533673377
728	0.1532865664
729	0.1532677514
730	0.1532241342
731	0.1531939005
732	0.1531042591
733	0.1530611499
734	0.1530491696
735	0.1530321265
736	0.1529722071
737	0.1529645687
738	0.1529037782
739	0.1528810687
740	0.1528425186
741	0.1528281651
742	0.1528049654
743	0.1527911928
744	0.1527506696
745	0.1527137765
746	0.1526928482
747	0.1526391092
748	0.1526093211
749	0.1525791265
750	0.1525676039
751	0.1525302513
752	0.1525039766
753	0.1524996257
754	0.1524789634
755	0.1524497391
756	0.1524277311
757	0.1523808704
758	0.1523593115
759	0.1523375688
760	0.152308264
761	0.152241617
762	0.1522105794
763	0.1521740445
764	0.1521645894
765	0.152129188
766	0.1520797286
767	0.1520595874
768	0.1519443461
769	0.1519279106
770	0.1519092718
771	0.1518731771
772	0.1518587018
773	0.1517729918
774	0.1517629029
775	0.1517143346
776	0.1516698427
777	0.1515806146
778	0.1515380406
779	0.1515027987
780	0.1514461285
781	0.151399744
782	0.1513597722
783	0.1513266208
784	0.1513058946
785	0.1512518081
786	0.1511632093
787	0.1510847278
788	0.1510552711
789	0.1509472073
790	0.1509243613
791	0.1508943323
792	0.1508708784
793	0.1508640887
794	0.150844842
795	0.150823097
796	0.150767679
797	0.1506853158
798	0.1506210465
799	0.1505671655
800	0.1505336628
801	0.1504925491
802	0.150395298
803	0.1503765108
804	0.150360414
805	0.1503146675
806	0.1502780217
807	0.1502354727
808	0.1502070404
809	0.1501670105
810	0.1501106032
811	0.1500828441
812	0.1500448315
813	0.1500233882
814	0.1499460816
815	0.1499205114
816	0.1498707075
817	0.1498496013
818	0.1498068959
819	0.1497889349
820	0.1497558435
821	0.1497216285
822	0.1496891785
823	0.1496534867
824	0.1496376494
825	0.1495671923
826	0.1495086121
827	0.1494772598
828	0.1494480082
829	0.1494136067
830	0.1493486883
831	0.1493135528
832	0.1492914072
833	0.1492045974
834	0.1491977717
835	0.149148461
836	0.1491159359
837	0.1490569167
838	0.1489936193
839	0.1489659764
840	0.1489138382
841	0.148864662
842	0.148846476
843	0.1488059675
844	0.1487659153
845	0.1486576422
846	0.1486051594
847	0.1485856691
848	0.1485469361
849	0.1484891751
850	0.148470151
851	0.1484315996
852	0.1483958299
853	0.1483768117
854	0.1483536344
855	0.1483301729
856	0.1483116419
857	0.1482470416
858	0.1482371563
859	0.1482156648
860	0.1481689068
861	0.1481422462
862	0.1481316377
863	0.1481009282
864	0.1480378407
865	0.1480098092
866	0.1479810362
867	0.1479509139
868	0.1479083842
869	0.1478559589
870	0.1478254013
871	0.1477911997
872	0.1477508245
873	0.1477184336
874	0.1476805042
875	0.1476384281
876	0.1476204996
877	0.1475556029
878	0.1475392878
879	0.1474919638
880	0.1474455675
881	0.1474092411
882	0.1473727781
883	0.1473478624
884	0.1473275302
885	0.147310999
886	0.1472848095
887	0.1472452109
888	0.1472148728
889	0.1471820756
890	0.1471663617
891	0.1471443937
892	0.1471256608
893	0.1470979616
894	0.1470851916
895	0.1470697189
896	0.1470617616
897	0.147033654
898	0.1470174017
899	0.1470064585
900	0.1469905117
901	0.1469555441
902	0.1469472515
903	0.1469327265
904	0.1469037367
905	0.1468629139
906	0.1468377995
907	0.1468153033
908	0.1467931707
909	0.1467548004
910	0.1467319474
911	0.1467059849
912	0.1466801084
913	0.1466431805
914	0.1466072366
915	0.14658007
916	0.1465616181
917	0.1465478145
918	0.1465296029
919	0.1465080186
920	0.1464688932
921	0.1464331599
922	0.1463971318
923	0.1463852979
924	0.1463552788
925	0.1463322552
926	0.146302036
927	0.1462541195
928	0.1462217998
929	0.1461789037
930	0.1461653835
931	0.1461439919
932	0.146113937
933	0.1460779301
934	0.1460529063
935	0.146009662
936	0.1459899351
937	0.1459790806
938	0.1459418372
939	0.1459200887
940	0.1458816211
941	0.1458535496
942	0.1458270439
943	0.1457819907
944	0.1457552842
945	0.1457388351
946	0.1457243126
947	0.1456897615
948	0.1456751047
949	0.1456422763
950	0.1456123755
951	0.1456024231
952	0.1455813719
953	0.1455560072
954	0.1455340269
955	0.1455079976
956	0.1454617094
957	0.1454463922
958	0.145405583
959	0.1453914174
960	0.1453751714
961	0.1453558463
962	0.1453495648
963	0.1453244382
964	0.1452972364
965	0.1452517337
966	0.1452178726
967	0.1452015807
968	0.145178043
969	0.1451717523
970	0.1451572304
971	0.145101236
972	0.1450850085
973	0.1450588237
974	0.1450480689
975	0.1450434288
976	0.1450270201
977	0.1449952411
978	0.1449406841
979	0.1448994251
980	0.1448726294
981	0.1448540191
982	0.1448230249
983	0.1447857249
984	0.1447626399
985	0.1447490717
986	0.1447294593
987	0.1446806934
988	0.1446448603
989	0.1446122957
990	0.1445652033
991	0.14453414
992	0.1445090836
993	0.1444748515
994	0.1444385721
995	0.1444217702
996	0.1443715093
997	0.1443358929
998	0.1443049031
999	0.1442794743
